area_code,area_name,period,value,metric
"Saint John, ","Saint John, New Brunswick",1985-04,72.8,cpi_rented_accommodation
Quebec,Quebec,1985-04,69.4,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1985-04,68.1,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1985-04,68.1,cpi_rented_accommodation
Ontario,Ontario,1985-04,61.6,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1985-04,60.6,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1985-04,60.2,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1985-04,71.2,cpi_rented_accommodation
Manitoba,Manitoba,1985-04,69.5,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1985-04,68.9,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1985-04,72.1,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1985-04,73.5,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1985-04,69.7,cpi_rented_accommodation
Alberta,Alberta,1985-04,65.4,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1985-04,66.3,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1985-04,63.5,cpi_rented_accommodation
British Colu,British Columbia,1985-04,67.6,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1985-04,68.2,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1985-04,65.8,cpi_rented_accommodation
Canada,Canada,1985-05,66.1,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1985-05,77.0,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1985-05,77.1,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1985-05,76.2,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1985-05,76.9,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1985-05,71.8,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1985-05,71.6,cpi_rented_accommodation
New Brunswic,New Brunswick,1985-05,72.4,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1985-05,73.2,cpi_rented_accommodation
Quebec,Quebec,1985-05,69.4,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1985-05,68.1,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1985-05,68.3,cpi_rented_accommodation
Ontario,Ontario,1985-05,61.8,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1985-05,60.8,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1985-05,60.5,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1985-05,71.2,cpi_rented_accommodation
Manitoba,Manitoba,1985-05,69.7,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1985-05,68.9,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1985-05,72.3,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1985-05,73.7,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1985-05,69.8,cpi_rented_accommodation
Alberta,Alberta,1985-05,65.4,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1985-05,66.3,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1985-05,63.5,cpi_rented_accommodation
British Colu,British Columbia,1985-05,67.8,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1985-05,68.3,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1985-05,66.0,cpi_rented_accommodation
Canada,Canada,1985-06,66.2,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1985-06,77.2,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1985-06,77.3,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1985-06,76.2,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1985-06,76.9,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1985-06,71.9,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1985-06,71.8,cpi_rented_accommodation
New Brunswic,New Brunswick,1985-06,72.5,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1985-06,73.3,cpi_rented_accommodation
Quebec,Quebec,1985-06,69.7,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1985-06,68.3,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1985-06,68.4,cpi_rented_accommodation
Ontario,Ontario,1985-06,62.1,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1985-06,61.1,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1985-06,60.7,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1985-06,71.4,cpi_rented_accommodation
Manitoba,Manitoba,1985-06,69.8,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1985-06,69.2,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1985-06,72.4,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1985-06,73.8,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1985-06,69.8,cpi_rented_accommodation
Alberta,Alberta,1985-06,65.5,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1985-06,66.3,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1985-06,63.6,cpi_rented_accommodation
British Colu,British Columbia,1985-06,67.8,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1985-06,68.4,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1985-06,66.3,cpi_rented_accommodation
Canada,Canada,1985-07,66.4,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1985-07,77.6,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1985-07,77.7,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1985-07,76.4,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1985-07,77.1,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1985-07,72.0,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1985-07,71.9,cpi_rented_accommodation
New Brunswic,New Brunswick,1985-07,72.7,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1985-07,73.4,cpi_rented_accommodation
Quebec,Quebec,1985-07,69.8,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1985-07,68.5,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1985-07,68.6,cpi_rented_accommodation
Ontario,Ontario,1985-07,62.3,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1985-07,61.4,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1985-07,60.9,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1985-07,71.7,cpi_rented_accommodation
Manitoba,Manitoba,1985-07,69.9,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1985-07,69.4,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1985-07,72.4,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1985-07,73.9,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1985-07,69.8,cpi_rented_accommodation
Alberta,Alberta,1985-07,65.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1985-07,66.3,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1985-07,63.7,cpi_rented_accommodation
British Colu,British Columbia,1985-07,68.0,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1985-07,68.6,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1985-07,66.4,cpi_rented_accommodation
Canada,Canada,1985-08,67.1,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1985-08,77.8,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1985-08,78.0,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1985-08,76.6,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1985-08,77.2,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1985-08,72.1,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1985-08,72.1,cpi_rented_accommodation
New Brunswic,New Brunswick,1985-08,73.1,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1985-08,73.6,cpi_rented_accommodation
Quebec,Quebec,1985-08,71.7,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1985-08,70.5,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1985-08,70.4,cpi_rented_accommodation
Ontario,Ontario,1985-08,62.6,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1985-08,61.6,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1985-08,61.2,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1985-08,71.8,cpi_rented_accommodation
Manitoba,Manitoba,1985-08,70.1,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1985-08,69.6,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1985-08,72.8,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1985-08,74.4,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1985-08,70.0,cpi_rented_accommodation
Alberta,Alberta,1985-08,65.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1985-08,66.3,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1985-08,63.7,cpi_rented_accommodation
British Colu,British Columbia,1985-08,68.0,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1985-08,68.7,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1985-08,66.6,cpi_rented_accommodation
Canada,Canada,1985-09,67.3,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1985-09,78.3,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1985-09,78.4,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1985-09,76.9,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1985-09,77.5,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1985-09,72.4,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1985-09,72.2,cpi_rented_accommodation
New Brunswic,New Brunswick,1985-09,73.3,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1985-09,73.8,cpi_rented_accommodation
Quebec,Quebec,1985-09,71.9,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1985-09,70.7,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1985-09,70.6,cpi_rented_accommodation
Ontario,Ontario,1985-09,63.0,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1985-09,61.9,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1985-09,61.5,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1985-09,72.2,cpi_rented_accommodation
Manitoba,Manitoba,1985-09,70.3,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1985-09,69.7,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1985-09,72.9,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1985-09,74.5,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1985-09,70.2,cpi_rented_accommodation
Alberta,Alberta,1985-09,65.7,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1985-09,66.3,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1985-09,63.8,cpi_rented_accommodation
British Colu,British Columbia,1985-09,68.2,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1985-09,68.7,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1985-09,66.7,cpi_rented_accommodation
Canada,Canada,1985-10,67.4,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1985-10,78.7,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1985-10,78.7,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1985-10,77.1,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1985-10,77.8,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1985-10,72.7,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1985-10,72.5,cpi_rented_accommodation
New Brunswic,New Brunswick,1985-10,74.0,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1985-10,74.0,cpi_rented_accommodation
Quebec,Quebec,1985-10,72.0,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1985-10,70.9,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1985-10,70.9,cpi_rented_accommodation
Ontario,Ontario,1985-10,63.4,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1985-10,62.4,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1985-10,61.9,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1985-10,72.3,cpi_rented_accommodation
Manitoba,Manitoba,1985-10,70.7,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1985-10,70.1,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1985-10,73.3,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1985-10,74.7,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1985-10,70.7,cpi_rented_accommodation
Alberta,Alberta,1985-10,65.7,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1985-10,66.3,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1985-10,63.9,cpi_rented_accommodation
British Colu,British Columbia,1985-10,68.3,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1985-10,69.0,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1985-10,66.7,cpi_rented_accommodation
Canada,Canada,1985-11,67.8,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1985-11,78.9,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1985-11,78.9,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1985-11,77.4,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1985-11,78.1,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1985-11,72.7,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1985-11,72.6,cpi_rented_accommodation
New Brunswic,New Brunswick,1985-11,74.4,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1985-11,74.4,cpi_rented_accommodation
Quebec,Quebec,1985-11,72.1,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1985-11,70.9,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1985-11,70.9,cpi_rented_accommodation
Ontario,Ontario,1985-11,63.7,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1985-11,62.6,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1985-11,62.3,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1985-11,72.7,cpi_rented_accommodation
Manitoba,Manitoba,1985-11,71.5,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1985-11,71.0,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1985-11,73.4,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1985-11,74.7,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1985-11,70.9,cpi_rented_accommodation
Alberta,Alberta,1985-11,65.7,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1985-11,66.3,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1985-11,64.1,cpi_rented_accommodation
British Colu,British Columbia,1985-11,68.5,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1985-11,69.0,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1985-11,66.9,cpi_rented_accommodation
Canada,Canada,1985-12,68.0,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1985-12,79.1,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1985-12,79.0,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1985-12,77.7,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1985-12,78.3,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1985-12,73.0,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1985-12,72.9,cpi_rented_accommodation
New Brunswic,New Brunswick,1985-12,74.7,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1985-12,74.7,cpi_rented_accommodation
Quebec,Quebec,1985-12,72.4,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1985-12,71.0,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1985-12,71.2,cpi_rented_accommodation
Ontario,Ontario,1985-12,63.9,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1985-12,62.8,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1985-12,62.5,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1985-12,72.9,cpi_rented_accommodation
Manitoba,Manitoba,1985-12,71.8,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1985-12,71.3,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1985-12,73.5,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1985-12,74.9,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1985-12,71.1,cpi_rented_accommodation
Alberta,Alberta,1985-12,65.9,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1985-12,66.4,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1985-12,64.3,cpi_rented_accommodation
British Colu,British Columbia,1985-12,68.7,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1985-12,69.3,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1985-12,67.2,cpi_rented_accommodation
Canada,Canada,1986-01,68.1,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1986-01,79.2,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1986-01,79.2,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1986-01,77.8,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1986-01,78.4,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1986-01,73.2,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1986-01,73.1,cpi_rented_accommodation
New Brunswic,New Brunswick,1986-01,74.8,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1986-01,74.8,cpi_rented_accommodation
Quebec,Quebec,1986-01,72.4,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1986-01,71.2,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1986-01,71.2,cpi_rented_accommodation
Ontario,Ontario,1986-01,64.2,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1986-01,62.8,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1986-01,62.8,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1986-01,73.2,cpi_rented_accommodation
Manitoba,Manitoba,1986-01,72.1,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1986-01,71.5,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1986-01,73.8,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1986-01,75.0,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1986-01,71.3,cpi_rented_accommodation
Alberta,Alberta,1986-01,66.0,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1986-01,66.5,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1986-01,64.5,cpi_rented_accommodation
British Colu,British Columbia,1986-01,68.7,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1986-01,69.4,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1986-01,67.2,cpi_rented_accommodation
Canada,Canada,1986-02,68.3,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1986-02,79.5,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1986-02,79.5,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1986-02,78.2,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1986-02,78.9,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1986-02,74.8,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1986-02,75.0,cpi_rented_accommodation
New Brunswic,New Brunswick,1986-02,75.2,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1986-02,75.5,cpi_rented_accommodation
Quebec,Quebec,1986-02,72.4,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1986-02,71.2,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1986-02,71.2,cpi_rented_accommodation
Ontario,Ontario,1986-02,64.4,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1986-02,63.0,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1986-02,63.0,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1986-02,73.5,cpi_rented_accommodation
Manitoba,Manitoba,1986-02,72.3,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1986-02,71.8,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1986-02,74.0,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1986-02,75.2,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1986-02,71.6,cpi_rented_accommodation
Alberta,Alberta,1986-02,66.1,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1986-02,66.6,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1986-02,64.6,cpi_rented_accommodation
British Colu,British Columbia,1986-02,68.9,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1986-02,69.6,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1986-02,67.3,cpi_rented_accommodation
Canada,Canada,1986-03,68.5,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1986-03,79.8,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1986-03,79.8,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1986-03,78.3,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1986-03,79.0,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1986-03,75.1,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1986-03,75.2,cpi_rented_accommodation
New Brunswic,New Brunswick,1986-03,75.5,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1986-03,75.7,cpi_rented_accommodation
Quebec,Quebec,1986-03,72.6,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1986-03,71.3,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1986-03,71.3,cpi_rented_accommodation
Ontario,Ontario,1986-03,64.6,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1986-03,63.0,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1986-03,63.2,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1986-03,73.7,cpi_rented_accommodation
Manitoba,Manitoba,1986-03,72.4,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1986-03,71.8,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1986-03,74.2,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1986-03,75.5,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1986-03,71.7,cpi_rented_accommodation
Alberta,Alberta,1986-03,66.3,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1986-03,66.8,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1986-03,64.8,cpi_rented_accommodation
British Colu,British Columbia,1986-03,69.0,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1986-03,69.7,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1986-03,67.3,cpi_rented_accommodation
Canada,Canada,1986-04,68.5,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1986-04,79.8,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1986-04,79.9,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1986-04,78.6,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1986-04,79.3,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1986-04,75.3,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1986-04,75.4,cpi_rented_accommodation
New Brunswic,New Brunswick,1986-04,75.8,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1986-04,76.1,cpi_rented_accommodation
Quebec,Quebec,1986-04,72.7,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1986-04,71.4,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1986-04,71.4,cpi_rented_accommodation
Ontario,Ontario,1986-04,64.7,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1986-04,63.0,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1986-04,63.3,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1986-04,73.7,cpi_rented_accommodation
Manitoba,Manitoba,1986-04,72.4,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1986-04,71.9,cpi_rented_accommodation
Saskatchewan,Saskatchewan,1986-04,74.4,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1986-04,75.6,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1986-04,71.9,cpi_rented_accommodation
Alberta,Alberta,1986-04,66.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1986-04,66.9,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1986-04,65.2,cpi_rented_accommodation
British Colu,British Columbia,1986-04,69.1,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1986-04,69.7,cpi_rented_accommodation
"Victoria, Br","Victoria, British Columbia",1986-04,67.4,cpi_rented_accommodation
Canada,Canada,1986-05,68.7,cpi_rented_accommodation
Newfoundland,Newfoundland and Labrador,1986-05,79.9,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1986-05,80.0,cpi_rented_accommodation
Prince Edwar,Prince Edward Island,1986-05,78.8,cpi_rented_accommodation
Charlottetow,"Charlottetown and Summerside, Prince Edward Island",1986-05,79.4,cpi_rented_accommodation
Nova Scotia,Nova Scotia,1986-05,75.5,cpi_rented_accommodation
